bms	order	scaffold_id	scaffold_key
O=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1	408	CHEMBL3545060	28 2 4 3 0 14 0 0 5 0 0 5 0 7 0 0 7 0 0 0 0 2 0 0 1 0 0 3 0 0 2 0 HFGOENNRZWEGBF-UHFFFAOYSA-N
c1ccc(SCC2CCC(n3cnc4c(NC5CCCC5)ncnc43)O2)cc1	409	CHEMBL3545011	28 3 5 5 0 6 3 0 9 0 1 1 7 7 0 1 1 5 0 0 0 5 5 0 0 0 4 2 3 7 0 7 HWIMVWRNPQYMQP-UHFFFAOYSA-N
O=C(NCNC1CCCOC1)C1=CCC2CC3Cc4ccccc4C(=O)C3=CC2C1=O	410	CHEMBL2104417	28 4 5 5 0 6 1 3 3 0 0 1 2 6 0 0 4 2 0 0 0 1 1 0 1 3 2 2 0 3 3 3 JEAWNQIADIHJGQ-UHFFFAOYSA-N
O=C(C=Cc1ccccc1)OC1CC[C@]23CC24CCC2CCCC2C4CCC3C1	411	CHEMBL2106452	28 4 5 6 2 6 1 0 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 1 5 2 4 9 1 9 LUABPLLHRGMGNG-XKKROQCOSA-N
O=C(COc1ccc2c(c1)S(=O)(=O)CCCN2c1ccccc1)NCc1ccccc1	412	CHEMBL3039515	28 5 6 4 0 7 3 1 11 0 6 1 4 7 0 1 4 2 0 0 0 0 2 2 1 0 3 1 2 3 3 3 MJRBJVPPJJXENT-UHFFFAOYSA-N
O=C1C=C2CCC3C(CCC4C(COC(=O)CCc5ccccc5)CCC43)C2CC1	413	CHEMBL2107303	28 5 6 5 0 6 1 1 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 1 5 0 4 5 2 5 WQROVSSVLGGLDK-UHFFFAOYSA-N
O=C(NC1CC1)C1CCC(n2cnc3cnc(C#CCC4CCNCC4)nc32)O1	414	CHEMBL1950651	28 5 6 5 0 6 2 0 9 0 0 1 8 8 0 0 2 6 0 0 0 4 4 0 1 0 3 2 2 8 1 8 JQRMYJFZSMHEKN-UHFFFAOYSA-N
O=C(NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1)c1cnc2cccnc2c1	415	CHEMBL3301666	28 5 7 5 0 6 3 0 8 0 1 0 7 9 0 1 3 5 3 0 0 1 6 0 3 0 4 1 1 5 3 5 LVSKSHAMZSXIQK-UHFFFAOYSA-N
O=C1C=C2CCC3C(CCC4C(C(=O)COC(=O)CCC5CCCC5)CCC43)C2CC1	416	CHEMBL1549	28 6 7 5 0 6 0 1 1 0 0 1 0 4 0 0 4 0 0 0 0 0 0 0 1 1 5 0 4 5 3 5 BKVFAISOJCBVHY-UHFFFAOYSA-N
O=C(Cc1ccccc1)NC1C(=O)N2C(C(=O)OCOC(=O)C3CS(=O)(=O)C4CC(=O)N34)CSC12	417	CHEMBL506110	28 8 10 5 0 6 1 0 16 0 7 2 7 14 0 2 9 3 0 0 0 3 7 2 5 0 5 0 3 6 7 6 HNTFYMNWQAUZME-UHFFFAOYSA-N
O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCOCCn1cc2c2ccccc21	418	CHEMBL91829	29 0 0 6 0 14 5 5 8 0 0 1 7 6 0 0 3 3 0 0 0 0 1 0 2 2 6 2 4 6 2 6 RUTPHDQWAGGKPO-UHFFFAOYSA-N
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2ccccc2n1C1CCCCO1	419	CHEMBL2107313	29 0 0 7 0 6 6 0 6 0 0 1 5 6 0 0 3 3 0 0 0 1 1 0 2 0 13 1 18 27 2 27 WZFQKZVYDSVAAT-UHFFFAOYSA-N
O=C1C=C(C2CCC3C2CCC2C4CCC(OC5CCCCO5)CC4CCC23)CO1	420	CHEMBL2106911	29 1 2 6 0 6 0 1 3 0 0 3 0 4 0 0 4 0 0 0 0 1 0 0 1 1 6 2 5 9 1 9 AQJMHXODKTTYMT-UHFFFAOYSA-N
O=C1OCC=C1C1CCC2C1CCC1C3CCC(OC4CCCCO4)CC3CCC12	421	CHEMBL2103957	29 1 2 6 0 6 0 1 3 0 0 3 0 4 0 0 4 0 0 0 0 1 0 0 1 1 6 2 5 9 1 9 CTOZSXZKEVXYND-UHFFFAOYSA-N
O=C(OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1)c1ccccc1	422	CHEMBL2105768	29 2 3 6 0 6 3 1 5 0 0 1 4 4 0 0 2 2 0 0 0 0 1 0 1 0 6 4 4 15 1 15 IMALDZVHQDNXNG-UHFFFAOYSA-N
O=C1C=C2CCC3C(CCC4C(OC(=O)C56CC7CC(CC(C7)C5)C6)CCC43)C2CC1	423	CHEMBL2104237	29 2 3 8 0 6 0 1 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 1 5 6 4 6 2 6 MVNCYURRGQZVNE-UHFFFAOYSA-N
O=C1CC(OC2CCCCO2)CC(OC2CCCCO2)CCCCNCCCCO1	424	CHEMBL529	29 2 4 3 0 15 0 0 6 0 0 5 1 7 0 0 6 1 0 0 0 2 0 0 1 0 0 3 0 0 1 0 MYSCQWGYEMPKQL-UHFFFAOYSA-N
O=C1CC(OC2CCCCO2)CC(OC2CCCCO2)CCCNCCCCCO1	425	CHEMBL2107342	29 2 4 3 0 15 0 0 6 0 0 5 1 7 0 0 6 1 0 0 0 2 0 0 1 0 0 3 0 0 1 0 XZHDQSPNYVNPEN-UHFFFAOYSA-N
O=C1CC(OC2CCCCO2)CC(OC2CCCCO2)C2CC=C(CCCCO1)O2	426	CHEMBL2103968	29 2 4 4 0 13 0 1 6 0 0 6 0 7 0 0 7 0 0 0 0 2 1 0 2 0 1 3 0 2 1 2 GYBBWJRHAQFLIL-UHFFFAOYSA-N
O=C1CCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)C2CC=C(C1)O2	427	CHEMBL2110756	29 2 4 4 0 13 0 1 6 0 0 6 0 8 0 0 8 0 0 0 0 2 1 0 2 0 1 3 0 2 2 2 CILZFPXRBMUNIQ-UHFFFAOYSA-N
O=C1OC2COCC(OC3CC(OC4CCCCO4)CCO3)C2O[C@@]12CCCCO2	428	CHEMBL2106039	29 2 4 5 1 6 0 0 8 0 0 8 0 9 0 0 9 0 0 0 0 3 6 0 1 0 2 4 1 4 1 4 RNTISHSUWVBVPD-LQVXWSCUSA-N
O=C1C=CC2C(CCC3C2CCC2C(C(=O)NCc4nc5ncccc5[nH]4)CCC23)N1	429	CHEMBL3545333	29 3 4 6 0 6 2 1 5 0 0 0 5 7 0 0 2 5 0 0 0 2 4 0 2 1 7 2 5 9 2 9 XDENSTSQAAUDTD-UHFFFAOYSA-N
O=C1C2C3C=CC(C4C=CC43)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1	430	CHEMBL2110887	29 4 5 7 0 6 1 3 11 0 0 0 11 7 0 0 2 5 0 0 0 3 2 0 2 0 7 0 6 12 2 12 AERLHOTUXIJQFV-UHFFFAOYSA-N
O=C(NN=CC1COC(OC2CCCCC2)C1OC1CCCCO1)c1ccncc1	431	CHEMBL2110590	29 6 9 4 0 6 1 0 7 0 0 4 3 8 0 0 5 3 0 1 0 2 2 0 2 0 2 2 1 4 1 4 FJKMPNHDILEZCM-UHFFFAOYSA-N
O=C(NC(CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)OC1COC2OCCC12	432	CHEMBL1323	29 9 11 4 0 6 2 0 11 0 6 3 2 9 0 1 6 2 3 1 0 2 1 2 4 0 2 1 1 1 3 1 FMDUZJYOYDAUAU-UHFFFAOYSA-N
O=C(NC1OC2C3CCCN3CCN2C1=O)C1CNC2Cc3c[nH]c4cccc(c34)C2C1	433	CHEMBL2304042	30 2 3 7 0 6 2 2 10 0 0 1 9 8 0 0 3 5 0 0 0 2 5 0 2 0 8 3 7 15 2 15 HYVYXCASDVCCRS-UHFFFAOYSA-N
O=C(NC1OC2C3CCCN3C(=O)CN2C1=O)C1CNC2Cc3c[nH]c4cccc(c34)C2C1	434	CHEMBL2106411	30 2 3 7 0 6 2 2 10 0 0 1 9 9 0 0 4 5 0 0 0 2 5 0 3 0 8 3 7 15 3 15 LVMICJPWKQKYMW-UHFFFAOYSA-N
O=C(NC1OC2C3CCCN3C(=O)CN2C1=O)C1C=C2c3cccc4[nH]cc(c34)CC2NC1	435	CHEMBL2105887	30 2 3 7 0 6 2 3 10 0 0 1 9 9 0 0 4 5 0 0 0 2 5 0 3 0 6 2 5 10 3 10 UMEFRYIIYVJUHV-UHFFFAOYSA-N
O=C1CC(OC2CCCCO2)CC(OC2CCCCO2)CC[C@@]2(CO2)C(=O)CCCCO1	436	CHEMBL606258	30 2 4 4 1 14 0 0 6 0 0 6 0 8 0 0 8 0 0 0 0 2 0 0 1 0 0 3 0 1 2 1 PBNUVJJMFNVXST-HKZVOWMYSA-N
O=C1C=C2CCC3C(CCC4[C@@]5(C(=O)COC(=O)c6cccnc6)CC[C@@]34OCO5)C2CC1	437	CHEMBL2106447	30 4 5 6 0 6 1 1 4 0 0 3 1 7 0 0 6 1 0 0 0 1 0 0 1 1 5 0 4 5 3 5 GGKSBLLUYVCART-OFWUCJELSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C(C(=O)COC(=O)CCCc3ccccc3)CCC21	438	CHEMBL2103751	30 7 8 5 0 6 1 2 1 0 0 1 0 4 0 0 4 0 0 0 0 0 0 0 1 2 5 0 4 5 3 5 SAPNJLDPPHMHSN-UHFFFAOYSA-N
O=C(NC1C(=O)N2CCSC12)C(NC(=O)N1CCN(N=Cc2ccco2)C1=O)c1ccccc1	439	CHEMBL2304036	30 7 10 5 0 6 2 0 14 0 1 1 12 12 0 1 5 6 3 1 0 3 6 0 7 0 3 0 1 4 4 4 DZGYUDOBQVVPRM-UHFFFAOYSA-N
O=C(CCCOC1CCCCO1)Oc1ccc(CCNCCCc2ccccc2)cc1	440	CHEMBL2104409	30 12 14 3 0 6 2 0 4 0 0 3 1 5 0 0 4 1 0 0 0 1 0 0 1 0 0 0 0 2 1 2 JKLSEBBVXOBEQH-UHFFFAOYSA-N
C1=C(/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2=CCCCC2)CCCC1	441	CHEMBL2105817	30 18 19 2 0 6 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 RZDCQLYXQKSTLW-HSDZVWSGSA-N
O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CC(N2CCOCC2)CCO1	442	CHEMBL1232279	31 1 2 6 0 6 3 1 6 0 0 3 3 6 0 0 5 1 0 0 0 1 2 0 0 0 5 4 1 11 2 11 HFOFFNACTOEPJM-UHFFFAOYSA-N
O=C1c2ccccc2C(=O)N1C1CCC2C3Cc4cccc5c4[C@@]2(CCN3CC2CC2)C1O5	443	CHEMBL3545408	31 1 2 8 1 6 3 2 7 0 0 1 6 5 0 0 3 2 0 0 0 0 1 0 2 0 10 3 10 23 2 23 HZEQTNLUZLDCBV-FLNOCYEHSA-N
O=C1CC(OC2CCCCO2)CC(OC2CCCCO2)CCCC2CC(CCO1)OCN2	444	CHEMBL3039471	31 2 4 4 0 14 0 0 7 0 0 6 1 8 0 0 7 1 0 0 0 3 0 0 1 0 0 4 0 0 1 0 YKEPBRIXEJIPQA-UHFFFAOYSA-N
O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21	445	CHEMBL449317	31 3 5 5 0 6 2 1 5 0 0 5 0 6 0 0 6 0 0 0 0 2 1 0 0 0 2 4 0 6 1 6 IRLRYSAOFLOQCY-UHFFFAOYSA-N
O=C(C=Cc1ccccc1)OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1	446	CHEMBL2103886	31 4 5 6 0 6 3 1 5 0 0 1 4 4 0 0 2 2 0 0 0 0 1 0 1 1 6 4 4 14 1 14 BQKKWRZDKMCQQB-UHFFFAOYSA-N
O=C(COc1ccccc1)OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1	447	CHEMBL2105820	31 4 5 6 0 6 3 1 6 0 0 2 4 5 0 0 3 2 0 0 0 0 2 0 1 0 6 4 4 14 1 14 YNOCBNJGJSUDLB-UHFFFAOYSA-N
O=C(C=Cc1ccoc1)NC1CCC2C3Cc4cccc5c4[C@@]2(CCN3CC2CC2)C1O5	448	CHEMBL490665	31 5 7 7 1 6 2 2 6 0 0 2 4 5 0 0 3 2 0 0 0 0 1 0 1 1 8 3 9 18 1 18 LQWVYVDCXYBXEQ-GRWQEQDASA-N
O=C(Cc1ccc(C2=NCCCN2)cc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1	449	CHEMBL2103964	31 6 8 5 0 6 2 1 8 0 1 0 7 9 0 1 3 5 3 0 0 1 5 0 4 0 3 0 1 4 3 4 OAYYRFSXQSXGQT-UHFFFAOYSA-N
c1ccc(COCC(OCc2ccccc2)C2OCCC2OCc2ccccc2)cc1	450	CHEMBL2105173	31 8 11 4 0 6 3 0 4 0 0 4 0 4 0 0 4 0 3 0 0 0 3 0 0 0 2 0 1 2 0 2 VFXTXJDTHULZHW-UHFFFAOYSA-N
O=C1CNC(=O)C(C2CC2)NCCOc2ccccc2CCCNC(=O)C(Cc2ccccc2)N1	451	CHEMBL1923502	32 1 2 4 0 18 2 1 5 0 0 1 4 8 0 0 4 4 0 0 0 0 4 0 3 0 2 1 0 0 3 0 DSJUYAFAUXTRBV-UHFFFAOYSA-N
O=C1c2cc3c(cc2C(=O)c2c1ccc1c2OC2CCCC1O2)CCCC3OC1CCCCO1	452	CHEMBL504459	32 1 2 7 0 6 3 2 4 0 0 4 0 6 0 0 6 0 0 0 0 2 0 0 0 0 7 5 4 17 2 17 CCRYDHWECALRBX-UHFFFAOYSA-N
C1=C2CC(OC3CCCCO3)CCC2C2CCC3C4C[C@@]5(CCCCO5)OC4CC3C2C1	453	CHEMBL395414	32 1 2 7 1 6 0 1 4 0 0 4 0 4 0 0 4 0 0 0 0 2 0 0 0 0 6 4 5 13 0 13 IUNSGRNCSKSABM-IDMUUSETSA-N
O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCC(OC2CCCCO2)CO1	454	CHEMBL591251	32 2 4 6 0 6 3 1 4 0 0 4 0 6 0 0 6 0 0 0 0 2 1 0 0 0 4 4 1 12 2 12 YJINFPOQYRESGL-UHFFFAOYSA-N
O=C(NC1CCC(Oc2ccccc2)OC1)NC1CCC(OC2OCCC3NC(=O)NC32)CO1	455	CHEMBL2110867	32 5 8 5 0 6 1 0 9 0 0 5 4 11 0 0 7 4 0 0 0 5 5 0 4 0 2 2 1 5 2 5 LXGTUFIIXSGFFZ-UHFFFAOYSA-N
O=C1NCCN(C(=O)NC(C(=O)NC2C(=O)N3C=C(CSc4nnn[nH]4)CSC23)c2ccccc2)C1=O	456	CHEMBL507674	32 7 10 5 0 6 2 1 15 0 2 0 13 16 0 2 5 9 3 3 2 5 6 0 7 1 3 0 1 3 5 3 RNWBFSTXHVLWKG-UHFFFAOYSA-N
O=C(Nc1cnc(Nc2ccccc2)nc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1	457	CHEMBL2103982	32 7 10 5 0 6 3 0 10 0 1 0 9 11 0 1 3 7 3 0 0 5 7 0 4 0 3 1 1 4 3 4 ODTDNFXMJQRXMD-UHFFFAOYSA-N
O=C(NC(C(=O)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12)c1ccccc1)c1cccnc1	458	CHEMBL1200672	32 7 10 5 0 6 3 1 12 0 2 0 10 13 0 2 3 8 3 3 2 4 4 0 4 0 3 0 1 3 3 3 NONAKNIAGOZYDV-UHFFFAOYSA-N
O=C(NCCCCNC(=O)c1ccc(NCc2cnc3ncncc3n2)cc1)c1ccccc1	459	CHEMBL590985	32 10 12 4 0 6 4 0 7 0 0 0 7 9 0 0 2 7 0 0 0 2 5 0 2 0 1 1 0 5 2 5 CYUQKJMDYZOZHW-UHFFFAOYSA-N
O=C1OCC2C(OC3CCC4OCOCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4	460	CHEMBL1200645	33 1 2 7 0 6 2 2 7 0 0 7 0 8 0 0 8 0 0 0 0 3 3 0 1 0 9 4 8 18 1 18 GDJRSBPQDLHTDT-UHFFFAOYSA-N
O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCC(OCc2ccccc2)CO1	461	CHEMBL2103796	33 3 5 6 0 6 4 1 3 0 0 3 0 5 0 0 5 0 0 0 0 1 1 0 0 0 4 3 1 13 2 13 SRNWABGIDYHALF-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCO[C@]12C(=O)COC(=O)c1cc2ccccc2o1	462	CHEMBL2105791	33 4 5 7 0 6 2 2 4 0 0 4 0 7 0 0 7 0 0 0 0 1 2 0 1 2 7 3 5 10 3 10 DDANLXDTHXSSLD-GGPCFROXSA-N
O=C(Oc1cc2c(c(OC(=O)c3ccccc3)c1)C1CCC3CCCC3C1CC2)c1ccccc1	463	CHEMBL2106046	33 4 6 6 0 6 3 1 2 0 0 2 0 4 0 0 4 0 0 0 0 0 0 0 2 0 6 2 6 10 2 10 XCRGFKJKNNGECD-UHFFFAOYSA-N
C1CCC(OC2CCC(OC3COC(OC4CCCCC4OC4CCCCO4)C3)OC2)OC1	464	CHEMBL389029	33 4 8 5 0 6 0 0 8 0 0 8 0 8 0 0 8 0 0 0 0 4 3 0 0 0 1 5 0 5 0 5 LTCILSNUCUGKDS-UHFFFAOYSA-N
O=c1oc2c3c(OC4OCCCC4OC4CCCCO4)cccc3cc3c(=O)oc4cccc1c4c32	465	CHEMBL2106409	34 2 4 7 0 6 5 0 6 0 0 6 0 8 0 0 8 0 0 0 0 2 2 0 0 0 9 3 10 15 2 15 GGQSFUJJCUUEBM-UHFFFAOYSA-N
O=C(Oc1ccc2c3c1OC1C(OC(=O)c4cccnc4)C=CC4C(C2)NCC[C@@]341)c1cccnc1	466	CHEMBL2106851	34 4 6 7 1 6 3 3 6 0 0 3 3 8 0 0 5 3 0 0 0 0 2 0 2 0 8 2 9 19 2 19 CEHGBHCZGUMOLA-PXWONXDHSA-N
O=C(Nc1cccc(C2CCCS(=O)(=O)c3ccccc32)c1)NC1CC(OCc2ccccc2)CCO1	467	CHEMBL3707222	34 5 7 5 0 7 3 1 10 0 6 2 2 8 0 1 5 2 0 0 0 2 0 2 2 0 3 2 2 3 3 3 RJAXXSBWQWYGLD-UHFFFAOYSA-N
O=C(CCc1ccco1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1	468	CHEMBL2107759	34 6 8 6 0 8 2 1 4 0 0 4 0 7 0 0 7 0 0 0 0 0 0 0 2 0 5 1 5 8 3 8 FTJOGEBPICUHIF-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCO[C@]12C(=O)COC(=O)CCNC(=O)c1ccccc1	469	CHEMBL2105798	34 8 9 6 0 6 1 2 4 0 0 3 1 8 0 0 7 1 0 0 0 1 1 0 2 2 6 1 5 8 4 8 PDVRJDAGAVXZTG-SBFPNFIZSA-N
O=C1CCCCNC(=O)C2CCCN2C(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C2CCCN2C(=O)CN1	470	CHEMBL499808	35 2 3 4 0 21 1 0 10 0 0 0 10 12 0 0 6 6 0 0 0 0 5 0 6 0 2 0 0 2 6 2 RJWSSZKEVYNUKB-UHFFFAOYSA-N
O=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)C(OC2CCCCO2)CC1	471	CHEMBL2110742	35 3 6 4 0 14 0 0 7 0 0 7 0 9 0 0 9 0 0 0 0 3 1 0 1 0 1 4 0 3 2 3 PDBAAOLYVPJGDU-UHFFFAOYSA-N
O=C(N/N=C/C1Cc2cc3c(cc2C(OC2CCCCO2)C1)C(=O)c1ccccc1C3=O)c1ccccc1	472	CHEMBL2105778	35 5 7 6 0 6 4 1 4 0 0 2 2 7 0 0 5 2 0 1 0 1 0 0 2 0 4 5 1 12 3 12 KSVKFQKVGQGGIP-KCSSXMTESA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C(C(=O)COC(=O)OC(C3CCCCC3)C3CCCCC3)CCC21	473	CHEMBL2106432	35 6 8 6 0 6 0 2 2 0 0 2 0 5 0 0 5 0 3 0 0 1 0 0 2 2 7 0 5 5 3 5 KGKSLYGKSHYPBD-UHFFFAOYSA-N
O=C(CCc1ccccc1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1	474	CHEMBL1201748	35 6 8 6 0 8 2 1 3 0 0 3 0 6 0 0 6 0 0 0 0 0 0 0 2 0 5 1 5 8 3 8 YHOFLMCGCYZPOX-UHFFFAOYSA-N
C1CC2CCC3C4CC/C(=N/N=C5/CCC6C(CCC7C8CCCC8CCC67)C5)CC4CCC3C2C1	475	CHEMBL2104408	36 2 3 8 0 6 0 0 2 0 0 0 2 2 0 0 0 2 0 1 0 0 0 0 2 1 10 0 8 10 2 10 DIKMEUSBDRYVIR-SDURLSCFSA-N
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1	476	CHEMBL18442	36 2 4 3 0 14 1 0 12 0 0 0 12 8 0 0 0 8 0 0 0 0 4 0 0 0 0 2 0 2 0 2 YIQPUIGJQJDJOS-UHFFFAOYSA-N
O=C1CC2C(=CC3C2C=CC2CC(OC4CCCCO4)CC23)C(=O)CC(OC2CCCCO2)CCCCO1	477	CHEMBL2040681	36 2 4 6 0 12 0 2 5 0 0 5 0 7 0 0 7 0 0 0 0 2 0 0 1 1 4 4 3 5 2 5 SVCPTVMJTQFCRG-UHFFFAOYSA-N
O=C1C=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCCC4OC4CCCCO4)CCC3C12	478	CHEMBL1923952	36 2 4 7 0 6 0 1 4 0 0 4 0 5 0 0 5 0 0 0 0 2 2 0 0 1 6 3 3 10 1 10 GNLRKXAECSLRGO-UHFFFAOYSA-N
O=C(OCC(=O)C1CCC2C3C=CC4=Cc5c(cnn5-c5ccccc5)CC4C3CCC12)c1ccccc1	479	CHEMBL2106054	36 4 5 7 0 6 3 3 5 0 0 1 4 5 0 0 3 2 0 1 0 0 0 0 1 1 8 1 6 9 2 9 ZBINGWBFCIKUIJ-UHFFFAOYSA-N
O=C(NCc1nc(-c2ccccc2)no1)C1=CC2Oc3cccc4c3[C@@]23CCN(CC2CC2)C(C4)C3C1	480	CHEMBL2105755	36 4 6 8 1 6 3 3 8 0 0 2 6 7 0 0 3 4 0 1 0 2 2 0 1 1 8 4 8 16 1 16 XLJWWSNPOMCFAY-NJKYQLFKSA-N
C1=CC2CCC3Nc4ccc(C5CC6CCCN(Cc7c5[nH]c5ccccc75)C6)cc4[C@@]34CCN(C1)C24	481	CHEMBL2218881	37 0 0 9 1 8 3 3 8 0 0 0 8 4 0 0 0 4 0 0 0 0 0 0 0 0 11 6 11 24 0 24 DITPOQYBNVCBIQ-JLHOKPOWSA-N
C1=CC2CC(c3ccc4c(c3)[C@@]35CCN6CC=CC(CCC3N4)C65)c3[nH]c4ccccc4c3CN(C1)C2	482	CHEMBL538943	37 0 0 9 1 8 3 4 8 0 0 0 8 4 0 0 0 4 0 0 0 0 0 0 0 0 11 6 11 24 0 24 PRRCFUHFKNRSEX-JLHOKPOWSA-N
O=C(NC1OC2C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O)C1CNC2Cc3c[nH]c4cccc(c34)C2C1	483	CHEMBL1200517	37 3 5 8 0 6 3 2 10 0 0 1 9 9 0 0 4 5 0 0 0 2 5 0 3 0 9 4 8 19 3 19 IASBHQMENXVTCM-UHFFFAOYSA-N
O=C(NC1OC2C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O)C1C=C2c3cccc4[nH]cc(c34)CC2NC1	484	CHEMBL2106428	37 3 5 8 0 6 3 3 10 0 0 1 9 9 0 0 4 5 0 0 0 2 5 0 3 0 7 3 6 14 3 14 CYGWYEFFBAGUPZ-UHFFFAOYSA-N
C1=CC2CCC3Nc4ccc(C5CC6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4[C@@]34CCN(C1)C24	485	CHEMBL2110748	38 0 0 9 1 9 3 3 8 0 0 0 8 4 0 0 0 4 0 0 0 0 0 0 0 0 11 5 11 23 0 23 IDKFHPRIUNPTCC-JGHZHFMWSA-N
O=C1OCC2C(OC3CCC4OC(c5cccs5)OCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4	486	CHEMBL452231	38 1 2 8 0 6 3 2 8 0 1 7 0 9 0 1 8 0 0 0 0 3 5 0 1 0 10 5 8 21 1 21 NNJPFXUQAFHCHU-UHFFFAOYSA-N
O=C1CCC(OCC=Cc2cnc3ccccc3c2)C(OC2CCCCO2)CC(=O)CC(=O)OCC2OC(=O)NC2C1	487	CHEMBL365528	38 5 7 5 0 14 2 0 7 0 0 5 2 11 0 0 9 2 0 0 0 2 3 0 3 0 3 2 0 3 4 3 ZPWQEZZOGJXDRX-UHFFFAOYSA-N
O=C1NCC(=O)N2CC(CC2C(=O)NC2(C(=O)NS(=O)(=O)C3CC3)CC2)OC(=O)N2Cc3cccc(c3C2)CCCCCCO1	488	CHEMBL599872	38 5 7 6 0 20 1 2 17 0 6 2 9 15 0 1 9 5 0 1 0 2 4 2 9 0 3 4 1 7 7 7 JBDVGHBIHZWLHW-UHFFFAOYSA-N
O=C(CCc1ccccn1)OC1C=C2CC(C1)C(OC(=O)c1ccccc1)C1C3COC3CCC1C1OCOC21	489	CHEMBL2107787	38 6 8 7 0 8 2 1 6 0 0 5 1 8 0 0 7 1 0 0 0 1 1 0 2 0 7 1 7 12 2 12 GUXYKLXFNUABMI-UHFFFAOYSA-N
O=C(NCNC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1)C1=CCC2CC3Cc4ccccc4C(=O)C3=CC2C1=O	490	CHEMBL2103907	38 7 9 7 0 6 2 3 7 0 1 0 6 10 0 1 5 4 3 0 0 2 5 0 3 3 5 2 1 5 5 5 ZJRZIWMOBMKQNZ-UHFFFAOYSA-N
c1cc2cc(c1)Oc1ccc(cc1)CC1NCCc3cc4c(c(c31)Oc1ccc3c(c1)C(C2)NCC3)OCO4	491	CHEMBL449782	39 0 0 9 0 18 4 19 6 0 0 4 2 6 0 0 4 2 0 0 0 1 2 0 0 0 7 7 6 14 0 14 XFNWEKXJTGXNRX-UHFFFAOYSA-N
C1=CC2CCC3Nc4ccc(C5CC6CN(CCc7c5[nH]c5ccccc75)CC5OC65)cc4[C@@]34CCN(C1)C24	492	CHEMBL2103947	39 0 0 10 1 9 3 3 9 0 0 1 8 5 0 0 1 4 0 0 0 0 1 0 0 0 13 7 12 27 0 27 CISFSYDAIOWCCO-QVOJTBFRSA-N
C1=CC2CCC3Nc4ccc(C5CC6CN(CCc7c5[nH]c5ccccc75)CC5OC65)cc4C34CCN(C1)C24	493	CHEMBL302129	39 0 0 10 1 9 3 3 9 0 0 1 8 5 0 0 1 4 0 0 0 0 1 0 0 0 13 7 12 27 0 27 CISFSYDAIOWCCO-UHFFFAOYSA-N
O=C1OCC2c3c(ccc4c3OCO4)C(SC[C@]13NCCc1ccccc13)C1C3NC(Cc4ccccc43)CN21	494	CHEMBL1224207	39 0 0 10 1 10 3 5 9 0 1 3 5 8 0 1 4 3 0 0 0 1 7 0 1 0 13 3 14 22 1 22 YVGWITITXZRDON-IFJDIAFVSA-N
